,state_id,area_type,age_group_of_head,marital_status,male,female
2285,4,Total,50-59,Married,39532,1027
2286,4,Total,60-69,Married,17969,603
2287,4,Total,70-79,Married,6678,237
2288,4,Total,80+,Married,1851,105
2289,4,Total,Age Not Stated,Married,34,2
2290,4,Rural,All Ages,Married,5898,88
2291,4,Rural,Less than 20,Married,19,1
2292,4,Rural,20-29,Married,1285,12
2293,4,Rural,30-39,Married,2339,23
2294,4,Rural,40-49,Married,1279,31
2295,4,Rural,50-59,Married,565,8
2296,4,Rural,60-69,Married,308,11
2297,4,Rural,70-79,Married,82,2
2298,4,Rural,80+,Married,21,0
2299,4,Rural,Age Not Stated,Married,0,0
2300,4,Urban,All Ages,Married,193689,5216
2301,4,Urban,Less than 20,Married,320,18
2302,4,Urban,20-29,Married,20318,469
2303,4,Urban,30-39,Married,53969,1177
2304,4,Urban,40-49,Married,53994,1599
2305,4,Urban,50-59,Married,38967,1019
2306,4,Urban,60-69,Married,17661,592
2307,4,Urban,70-79,Married,6596,235
2308,4,Urban,80+,Married,1830,105
2309,4,Urban,Age Not Stated,Married,34,2
2310,5,Total,All Ages,Married,1530529,139897
2311,5,Total,Less than 20,Married,3767,757
2312,5,Total,20-29,Married,119530,22050
2313,5,Total,30-39,Married,366615,48071
2314,5,Total,40-49,Married,412920,39371
2315,5,Total,50-59,Married,301161,16931
2316,5,Total,60-69,Married,217644,8289
2317,5,Total,70-79,Married,84737,3101
2318,5,Total,80+,Married,22337,1087
2319,5,Total,Age Not Stated,Married,1818,240
2320,5,Rural,All Ages,Married,1039609,107659
2321,5,Rural,Less than 20,Married,2562,608
2322,5,Rural,20-29,Married,79874,16820
2323,5,Rural,30-39,Married,244312,36489
2324,5,Rural,40-49,Married,273384,31045
2325,5,Rural,50-59,Married,199145,13186
2326,5,Rural,60-69,Married,158583,6315
2327,5,Rural,70-79,Married,63594,2290
2328,5,Rural,80+,Married,17107,746
2329,5,Rural,Age Not Stated,Married,1048,160
2330,5,Urban,All Ages,Married,490920,32238
2331,5,Urban,Less than 20,Married,1205,149
2332,5,Urban,20-29,Married,39656,5230
2333,5,Urban,30-39,Married,122303,11582
2334,5,Urban,40-49,Married,139536,8326
2335,5,Urban,50-59,Married,102016,3745
2336,5,Urban,60-69,Married,59061,1974
2337,5,Urban,70-79,Married,21143,811
2338,5,Urban,80+,Married,5230,341
2339,5,Urban,Age Not Stated,Married,770,80
2340,6,Total,All Ages,Married,3996883,114311
2341,6,Total,Less than 20,Married,9131,989
2342,6,Total,20-29,Married,341284,12794
2343,6,Total,30-39,Married,994889,28195
2344,6,Total,40-49,Married,1117524,28999
2345,6,Total,50-59,Married,752449,18020
2346,6,Total,60-69,Married,537379,14973
2347,6,Total,70-79,Married,186747,7160
2348,6,Total,80+,Married,54407,3026
2349,6,Total,Age Not Stated,Married,3073,155
2350,6,Rural,All Ages,Married,2504951,70018
2351,6,Rural,Less than 20,Married,5600,693
2352,6,Rural,20-29,Married,211956,8317
2353,6,Rural,30-39,Married,615670,18329
2354,6,Rural,40-49,Married,695222,18131
2355,6,Rural,50-59,Married,452555,9903
2356,6,Rural,60-69,Married,356593,8601
2357,6,Rural,70-79,Married,126659,4169
2358,6,Rural,80+,Married,38889,1781
2359,6,Rural,Age Not Stated,Married,1807,94
2360,6,Urban,All Ages,Married,1491932,44293
2361,6,Urban,Less than 20,Married,3531,296
2362,6,Urban,20-29,Married,129328,4477
2363,6,Urban,30-39,Married,379219,9866
2364,6,Urban,40-49,Married,422302,10868
2365,6,Urban,50-59,Married,299894,8117
2366,6,Urban,60-69,Married,180786,6372
2367,6,Urban,70-79,Married,60088,2991
2368,6,Urban,80+,Married,15518,1245
2369,6,Urban,Age Not Stated,Married,1266,61
2370,7,Total,All Ages,Married,2827991,67344
2371,7,Total,Less than 20,Married,4863,356
2372,7,Total,20-29,Married,238323,6635
2373,7,Total,30-39,Married,776861,15091
2374,7,Total,40-49,Married,836462,19011
2375,7,Total,50-59,Married,547035,12910
2376,7,Total,60-69,Married,301965,9194
2377,7,Total,70-79,Married,97837,3017
2378,7,Total,80+,Married,23078,1029
2379,7,Total,Age Not Stated,Married,1567,101
2380,7,Rural,All Ages,Married,65840,1608
2381,7,Rural,Less than 20,Married,132,15
2382,7,Rural,20-29,Married,5823,189
2383,7,Rural,30-39,Married,18746,445
2384,7,Rural,40-49,Married,20099,480
2385,7,Rural,50-59,Married,11438,221
2386,7,Rural,60-69,Married,6963,179
2387,7,Rural,70-79,Married,2025,57
2388,7,Rural,80+,Married,571,19
2389,7,Rural,Age Not Stated,Married,43,3
2390,7,Urban,All Ages,Married,2762151,65736
2391,7,Urban,Less than 20,Married,4731,341
2392,7,Urban,20-29,Married,232500,6446
2393,7,Urban,30-39,Married,758115,14646
2394,7,Urban,40-49,Married,816363,18531
2395,7,Urban,50-59,Married,535597,12689
2396,7,Urban,60-69,Married,295002,9015
2397,7,Urban,70-79,Married,95812,2960
2398,7,Urban,80+,Married,22507,1010
2399,7,Urban,Age Not Stated,Married,1524,98
2400,8,Total,All Ages,Married,10802903,335116
2401,8,Total,Less than 20,Married,39997,5285
2402,8,Total,20-29,Married,1258218,54051
2403,8,Total,30-39,Married,2816069,100303
2404,8,Total,40-49,Married,2899551,84842
2405,8,Total,50-59,Married,1992116,43222
2406,8,Total,60-69,Married,1184024,27675
2407,8,Total,70-79,Married,468345,13480
2408,8,Total,80+,Married,111600,4544
2409,8,Total,Age Not Stated,Married,32983,1714
2410,8,Rural,All Ages,Married,8112920,249035
2411,8,Rural,Less than 20,Married,32655,4183
2412,8,Rural,20-29,Married,1019782,42840
2413,8,Rural,30-39,Married,2145583,78532
2414,8,Rural,40-49,Married,2131138,62680
2415,8,Rural,50-59,Married,1432793,29060
2416,8,Rural,60-69,Married,886338,18551
2417,8,Rural,70-79,Married,354180,8979
2418,8,Rural,80+,Married,84127,2868
2419,8,Rural,Age Not Stated,Married,26324,1342
2420,8,Urban,All Ages,Married,2689983,86081
2421,8,Urban,Less than 20,Married,7342,1102
2422,8,Urban,20-29,Married,238436,11211
2423,8,Urban,30-39,Married,670486,21771
2424,8,Urban,40-49,Married,768413,22162
2425,8,Urban,50-59,Married,559323,14162
2426,8,Urban,60-69,Married,297686,9124
2427,8,Urban,70-79,Married,114165,4501
2428,8,Urban,80+,Married,27473,1676
2429,8,Urban,Age Not Stated,Married,6659,372
2430,9,Total,All Ages,Married,26361825,1237762
2431,9,Total,Less than 20,Married,123002,20778
2432,9,Total,20-29,Married,2289593,161477
2433,9,Total,30-39,Married,6399081,308908
2434,9,Total,40-49,Married,7031733,308133
2435,9,Total,50-59,Married,4936327,194753
2436,9,Total,60-69,Married,3690228,147035
2437,9,Total,70-79,Married,1352496,60411
2438,9,Total,80+,Married,375155,21928
2439,9,Total,Age Not Stated,Married,164210,14339
2440,9,Rural,All Ages,Married,20210856,989335
2441,9,Rural,Less than 20,Married,98060,17454
2442,9,Rural,20-29,Married,1840558,134218
2443,9,Rural,30-39,Married,4922670,256810
2444,9,Rural,40-49,Married,5238814,247046
2445,9,Rural,50-59,Married,3654893,147258
2446,9,Rural,60-69,Married,2936759,112173
2447,9,Rural,70-79,Married,1096618,46544
2448,9,Rural,80+,Married,306528,17021
2449,9,Rural,Age Not Stated,Married,115956,10811
2450,9,Urban,All Ages,Married,6150969,248427
2451,9,Urban,Less than 20,Married,24942,3324
2452,9,Urban,20-29,Married,449035,27259
2453,9,Urban,30-39,Married,1476411,52098
2454,9,Urban,40-49,Married,1792919,61087
2455,9,Urban,50-59,Married,1281434,47495
2456,9,Urban,60-69,Married,753469,34862
2457,9,Urban,70-79,Married,255878,13867
2458,9,Urban,80+,Married,68627,4907
2459,9,Urban,Age Not Stated,Married,48254,3528
2460,10,Total,All Ages,Married,15853254,747385
2461,10,Total,Less than 20,Married,84606,12992
2462,10,Total,20-29,Married,1976216,138859
2463,10,Total,30-39,Married,4210801,213318
2464,10,Total,40-49,Married,3921603,169518
2465,10,Total,50-59,Married,2660604,97834
2466,10,Total,60-69,Married,2092485,76755
2467,10,Total,70-79,Married,702312,27150
2468,10,Total,80+,Married,156723,7692
2469,10,Total,Age Not Stated,Married,47904,3267
2470,10,Rural,All Ages,Married,14168973,678930
2471,10,Rural,Less than 20,Married,77343,12023
2472,10,Rural,20-29,Married,1844499,130205
2473,10,Rural,30-39,Married,3807382,196990
2474,10,Rural,40-49,Married,3453548,152758
2475,10,Rural,50-59,Married,2318516,85673
2476,10,Rural,60-69,Married,1861668,67778
2477,10,Rural,70-79,Married,624155,23939
2478,10,Rural,80+,Married,140081,6759
2479,10,Rural,Age Not Stated,Married,41781,2805
2480,10,Urban,All Ages,Married,1684281,68455
2481,10,Urban,Less than 20,Married,7263,969
2482,10,Urban,20-29,Married,131717,8654
2483,10,Urban,30-39,Married,403419,16328
2484,10,Urban,40-49,Married,468055,16760
2485,10,Urban,50-59,Married,342088,12161
2486,10,Urban,60-69,Married,230817,8977
2487,10,Urban,70-79,Married,78157,3211
2488,10,Urban,80+,Married,16642,933
2489,10,Urban,Age Not Stated,Married,6123,462
2490,11,Total,All Ages,Married,99795,4814
2491,11,Total,Less than 20,Married,358,57
2492,11,Total,20-29,Married,12173,802
2493,11,Total,30-39,Married,27414,1353
2494,11,Total,40-49,Married,26350,1170
2495,11,Total,50-59,Married,18896,751
2496,11,Total,60-69,Married,9411,428
2497,11,Total,70-79,Married,4155,185
2498,11,Total,80+,Married,949,64
2499,11,Total,Age Not Stated,Married,89,4
2500,11,Rural,All Ages,Married,72122,3382
2501,11,Rural,Less than 20,Married,275,47
2502,11,Rural,20-29,Married,8751,582
2503,11,Rural,30-39,Married,19123,918
2504,11,Rural,40-49,Married,18348,808
2505,11,Rural,50-59,Married,13783,511
2506,11,Rural,60-69,Married,7553,327
2507,11,Rural,70-79,Married,3437,137
2508,11,Rural,80+,Married,781,51
2509,11,Rural,Age Not Stated,Married,71,1
2510,11,Urban,All Ages,Married,27673,1432
2511,11,Urban,Less than 20,Married,83,10
2512,11,Urban,20-29,Married,3422,220
2513,11,Urban,30-39,Married,8291,435
2514,11,Urban,40-49,Married,8002,362
2515,11,Urban,50-59,Married,5113,240
2516,11,Urban,60-69,Married,1858,101
2517,11,Urban,70-79,Married,718,48
2518,11,Urban,80+,Married,168,13
2519,11,Urban,Age Not Stated,Married,18,3
2520,12,Total,All Ages,Married,212361,12964
2521,12,Total,Less than 20,Married,908,153
2522,12,Total,20-29,Married,28234,2297
2523,12,Total,30-39,Married,63929,4098
2524,12,Total,40-49,Married,61253,3538
2525,12,Total,50-59,Married,36017,1710
2526,12,Total,60-69,Married,15373,793
2527,12,Total,70-79,Married,4879,252
2528,12,Total,80+,Married,1579,101
2529,12,Total,Age Not Stated,Married,189,22
2530,12,Rural,All Ages,Married,158575,8495
2531,12,Rural,Less than 20,Married,682,92
2532,12,Rural,20-29,Married,20873,1330
2533,12,Rural,30-39,Married,46226,2508
2534,12,Rural,40-49,Married,43990,2317
2535,12,Rural,50-59,Married,27428,1247
2536,12,Rural,60-69,Married,13404,681
2537,12,Rural,70-79,Married,4433,219
2538,12,Rural,80+,Married,1398,84
2539,12,Rural,Age Not Stated,Married,141,17
2540,12,Urban,All Ages,Married,53786,4469
2541,12,Urban,Less than 20,Married,226,61
2542,12,Urban,20-29,Married,7361,967
2543,12,Urban,30-39,Married,17703,1590
2544,12,Urban,40-49,Married,17263,1221
2545,12,Urban,50-59,Married,8589,463
2546,12,Urban,60-69,Married,1969,112
2547,12,Urban,70-79,Married,446,33
2548,12,Urban,80+,Married,181,17
2549,12,Urban,Age Not Stated,Married,48,5
2550,13,Total,All Ages,Married,308655,11219
2551,13,Total,Less than 20,Married,1195,137
2552,13,Total,20-29,Married,36016,1907
2553,13,Total,30-39,Married,89878,3096
2554,13,Total,40-49,Married,86093,2655
2555,13,Total,50-59,Married,52236,1635
2556,13,Total,60-69,Married,26812,972
2557,13,Total,70-79,Married,11631,556
2558,13,Total,80+,Married,4644,255
2559,13,Total,Age Not Stated,Married,150,6
2560,13,Rural,All Ages,Married,219555,6795
2561,13,Rural,Less than 20,Married,937,65
2562,13,Rural,20-29,Married,25855,1011
2563,13,Rural,30-39,Married,61482,1688
2564,13,Rural,40-49,Married,59998,1543
2565,13,Rural,50-59,Married,37191,1067
2566,13,Rural,60-69,Married,20560,729
2567,13,Rural,70-79,Married,9493,476
2568,13,Rural,80+,Married,3912,211
2569,13,Rural,Age Not Stated,Married,127,5
2570,13,Urban,All Ages,Married,89100,4424
2571,13,Urban,Less than 20,Married,258,72
2572,13,Urban,20-29,Married,10161,896
2573,13,Urban,30-39,Married,28396,1408
2574,13,Urban,40-49,Married,26095,1112
2575,13,Urban,50-59,Married,15045,568
2576,13,Urban,60-69,Married,6252,243
2577,13,Urban,70-79,Married,2138,80
2578,13,Urban,80+,Married,732,44
2579,13,Urban,Age Not Stated,Married,23,1
2580,14,Total,All Ages,Married,445604,16548
2581,14,Total,Less than 20,Married,1596,119
2582,14,Total,20-29,Married,39285,1226
2583,14,Total,30-39,Married,109709,2735
2584,14,Total,40-49,Married,122287,3394
2585,14,Total,50-59,Married,92666,3518
2586,14,Total,60-69,Married,51432,2966
2587,14,Total,70-79,Married,20888,1731
2588,14,Total,80+,Married,6985,790
2589,14,Total,Age Not Stated,Married,756,69
2590,14,Rural,All Ages,Married,313917,11166
2591,14,Rural,Less than 20,Married,1138,80
2592,14,Rural,20-29,Married,30214,887
2593,14,Rural,30-39,Married,79293,1929
2594,14,Rural,40-49,Married,85789,2369
2595,14,Rural,50-59,Married,63190,2349
2596,14,Rural,60-69,Married,35052,1964
2597,14,Rural,70-79,Married,14003,1082
2598,14,Rural,80+,Married,4700,461
2599,14,Rural,Age Not Stated,Married,538,45
2600,14,Urban,All Ages,Married,131687,5382
2601,14,Urban,Less than 20,Married,458,39
2602,14,Urban,20-29,Married,9071,339
2603,14,Urban,30-39,Married,30416,806
2604,14,Urban,40-49,Married,36498,1025
2605,14,Urban,50-59,Married,29476,1169
2606,14,Urban,60-69,Married,16380,1002
2607,14,Urban,70-79,Married,6885,649
2608,14,Urban,80+,Married,2285,329
2609,14,Urban,Age Not Stated,Married,218,24
2610,15,Total,All Ages,Married,165146,4331
2611,15,Total,Less than 20,Married,443,28
2612,15,Total,20-29,Married,22264,510
2613,15,Total,30-39,Married,44350,933
2614,15,Total,40-49,Married,41237,1023
2615,15,Total,50-59,Married,31504,818
2616,15,Total,60-69,Married,16456,562
2617,15,Total,70-79,Married,7021,330
2618,15,Total,80+,Married,1804,125
2619,15,Total,Age Not Stated,Married,67,2
2620,15,Rural,All Ages,Married,82617,1599
2621,15,Rural,Less than 20,Married,303,11
2622,15,Rural,20-29,Married,13635,235
2623,15,Rural,30-39,Married,22775,364
2624,15,Rural,40-49,Married,18875,322
2625,15,Rural,50-59,Married,15028,266
2626,15,Rural,60-69,Married,8018,230
2627,15,Rural,70-79,Married,3197,124
2628,15,Rural,80+,Married,754,46
2629,15,Rural,Age Not Stated,Married,32,1
2630,15,Urban,All Ages,Married,82529,2732
2631,15,Urban,Less than 20,Married,140,17
2632,15,Urban,20-29,Married,8629,275
2633,15,Urban,30-39,Married,21575,569
2634,15,Urban,40-49,Married,22362,701
2635,15,Urban,50-59,Married,16476,552
2636,15,Urban,60-69,Married,8438,332
2637,15,Urban,70-79,Married,3824,206
2638,15,Urban,80+,Married,1050,79
2639,15,Urban,Age Not Stated,Married,35,1
2640,16,Total,All Ages,Married,695657,16338
2641,16,Total,Less than 20,Married,2516,176
2642,16,Total,20-29,Married,72332,2732
2643,16,Total,30-39,Married,177729,4215
2644,16,Total,40-49,Married,194105,3976
2645,16,Total,50-59,Married,135344,2584
2646,16,Total,60-69,Married,73568,1646
2647,16,Total,70-79,Married,30066,750
2648,16,Total,80+,Married,9807,248
2649,16,Total,Age Not Stated,Married,190,11
2650,16,Rural,All Ages,Married,505932,11068
2651,16,Rural,Less than 20,Married,2132,137
2652,16,Rural,20-29,Married,61286,2035
2653,16,Rural,30-39,Married,136145,2750
2654,16,Rural,40-49,Married,136456,2568
2655,16,Rural,50-59,Married,89684,1649
2656,16,Rural,60-69,Married,50905,1191
2657,16,Rural,70-79,Married,21676,549
2658,16,Rural,80+,Married,7547,181
2659,16,Rural,Age Not Stated,Married,101,8
2660,16,Urban,All Ages,Married,189725,5270
2661,16,Urban,Less than 20,Married,384,39
2662,16,Urban,20-29,Married,11046,697
2663,16,Urban,30-39,Married,41584,1465
2664,16,Urban,40-49,Married,57649,1408
2665,16,Urban,50-59,Married,45660,935
2666,16,Urban,60-69,Married,22663,455
2667,16,Urban,70-79,Married,8390,201
2668,16,Urban,80+,Married,2260,67
2669,16,Urban,Age Not Stated,Married,89,3
2670,17,Total,All Ages,Married,389275,42192
2671,17,Total,Less than 20,Married,1879,904
2672,17,Total,20-29,Married,63114,10271
2673,17,Total,30-39,Married,112381,11701
2674,17,Total,40-49,Married,103555,9510
2675,17,Total,50-59,Married,61480,5219
2676,17,Total,60-69,Married,31711,2967
2677,17,Total,70-79,Married,11092,1138
2678,17,Total,80+,Married,3397,398
2679,17,Total,Age Not Stated,Married,666,84
2680,17,Rural,All Ages,Married,310372,35089
2681,17,Rural,Less than 20,Married,1636,820
2682,17,Rural,20-29,Married,53443,9102
2683,17,Rural,30-39,Married,89697,9624
2684,17,Rural,40-49,Married,80561,7677
2685,17,Rural,50-59,Married,47388,4101
2686,17,Rural,60-69,Married,25452,2424
2687,17,Rural,70-79,Married,8886,954
2688,17,Rural,80+,Married,2731,310
2689,17,Rural,Age Not Stated,Married,578,77
2690,17,Urban,All Ages,Married,78903,7103
2691,17,Urban,Less than 20,Married,243,84
2692,17,Urban,20-29,Married,9671,1169
2693,17,Urban,30-39,Married,22684,2077
2694,17,Urban,40-49,Married,22994,1833
2695,17,Urban,50-59,Married,14092,1118
2696,17,Urban,60-69,Married,6259,543
2697,17,Urban,70-79,Married,2206,184
2698,17,Urban,80+,Married,666,88
2699,17,Urban,Age Not Stated,Married,88,7
2700,18,Total,All Ages,Married,5138959,146859
2701,18,Total,Less than 20,Married,20471,1879
2702,18,Total,20-29,Married,511520,16403
2703,18,Total,30-39,Married,1342963,32252
2704,18,Total,40-49,Married,1465311,36517
2705,18,Total,50-59,Married,964666,27334
2706,18,Total,60-69,Married,545261,20715
2707,18,Total,70-79,Married,222035,8767
2708,18,Total,80+,Married,64562,2851
2709,18,Total,Age Not Stated,Married,2170,141
2710,18,Rural,All Ages,Married,4374080,118812
2711,18,Rural,Less than 20,Married,18325,1699
2712,18,Rural,20-29,Married,467542,14081
2713,18,Rural,30-39,Married,1174941,26589
2714,18,Rural,40-49,Married,1229483,29098
2715,18,Rural,50-59,Married,787181,21297
2716,18,Rural,60-69,Married,452431,16695
2717,18,Rural,70-79,Married,186935,6990
2718,18,Rural,80+,Married,55606,2266
2719,18,Rural,Age Not Stated,Married,1636,97
2720,18,Urban,All Ages,Married,764879,28047
2721,18,Urban,Less than 20,Married,2146,180
2722,18,Urban,20-29,Married,43978,2322
2723,18,Urban,30-39,Married,168022,5663
2724,18,Urban,40-49,Married,235828,7419
2725,18,Urban,50-59,Married,177485,6037
2726,18,Urban,60-69,Married,92830,4020
2727,18,Urban,70-79,Married,35100,1777
2728,18,Urban,80+,Married,8956,585
2729,18,Urban,Age Not Stated,Married,534,44
2730,19,Total,All Ages,Married,16838896,434598
2731,19,Total,Less than 20,Married,68562,5854
2732,19,Total,20-29,Married,1535317,47972
2733,19,Total,30-39,Married,3923656,86446
2734,19,Total,40-49,Married,4779561,105499
2735,19,Total,50-59,Married,3527709,85349
2736,19,Total,60-69,Married,2013599,64152
2737,19,Total,70-79,Married,764867,28536
2738,19,Total,80+,Married,211992,9720
2739,19,Total,Age Not Stated,Married,13633,1070
2740,19,Rural,All Ages,Married,11698923,253937
2741,19,Rural,Less than 20,Married,51257,4155
2742,19,Rural,20-29,Married,1236481,34683
2743,19,Rural,30-39,Married,2894413,55381
2744,19,Rural,40-49,Married,3319118,61745
2745,19,Rural,50-59,Married,2308964,45994
2746,19,Rural,60-69,Married,1288571,33879
2747,19,Rural,70-79,Married,465409,13553
2748,19,Rural,80+,Married,127921,4165
2749,19,Rural,Age Not Stated,Married,6789,382
2750,19,Urban,All Ages,Married,5139973,180661
2751,19,Urban,Less than 20,Married,17305,1699
2752,19,Urban,20-29,Married,298836,13289
2753,19,Urban,30-39,Married,1029243,31065
2754,19,Urban,40-49,Married,1460443,43754
2755,19,Urban,50-59,Married,1218745,39355
2756,19,Urban,60-69,Married,725028,30273
2757,19,Urban,70-79,Married,299458,14983
2758,19,Urban,80+,Married,84071,5555
2759,19,Urban,Age Not Stated,Married,6844,688
2760,20,Total,All Ages,Married,5209489,176925
2761,20,Total,Less than 20,Married,19920,3254
2762,20,Total,20-29,Married,583726,29517
2763,20,Total,30-39,Married,1392153,47381
2764,20,Total,40-49,Married,1417460,44089
2765,20,Total,50-59,Married,951797,27130
2766,20,Total,60-69,Married,612124,17918
2767,20,Total,70-79,Married,180250,5465
2768,20,Total,80+,Married,37546,1325
2769,20,Total,Age Not Stated,Married,14513,846
2770,20,Rural,All Ages,Married,3946666,134896
2771,20,Rural,Less than 20,Married,16048,2746
2772,20,Rural,20-29,Married,479789,24317
2773,20,Rural,30-39,Married,1077408,36915
2774,20,Rural,40-49,Married,1052544,32847
2775,20,Rural,50-59,Married,680963,19121
2776,20,Rural,60-69,Married,465848,13470
2777,20,Rural,70-79,Married,137597,4113
2778,20,Rural,80+,Married,29303,936
2779,20,Rural,Age Not Stated,Married,7166,431
2780,20,Urban,All Ages,Married,1262823,42029
2781,20,Urban,Less than 20,Married,3872,508
2782,20,Urban,20-29,Married,103937,5200
2783,20,Urban,30-39,Married,314745,10466
2784,20,Urban,40-49,Married,364916,11242
2785,20,Urban,50-59,Married,270834,8009
2786,20,Urban,60-69,Married,146276,4448
